Price,Close,High,Low,Open,Volume
Ticker,^TWII,^TWII,^TWII,^TWII,^TWII
Date,,,,,
2015-02-11,9462.1767578125,9488.67663747373,9430.127098665907,9430.127098665907,1909200
2015-02-12,9496.2666015625,9500.306622344697,9447.147683191004,9496.346679325165,1563800
2015-02-13,9529.466796875,9542.046818276176,9499.926891009127,9499.997203192086,1601700
2015-02-24,9629.326171875,9638.43648186082,9582.345917528575,9582.345917528575,2332200
2015-02-25,9699.4951171875,9699.4951171875,9653.724821353819,9655.6750076343,2209800
2015-02-26,9622.0556640625,9688.026065891185,9610.545951004016,9687.436224835074,2117000
2015-03-02,9601.31640625,9690.385334518205,9588.316465750846,9665.066114467007,2202800
2015-03-03,9605.7255859375,9642.906079902654,9571.595859265366,9628.015523025584,1882000
2015-03-04,9621.6865234375,9635.135680760908,9580.736515156756,9596.196405484003,1910300
2015-03-05,9595.0458984375,9630.995929098852,9564.39662474868,9626.995947418769,1921600
2015-03-06,9645.7255859375,9645.7255859375,9574.506183846068,9587.54616349925,2120500
2015-03-09,9562.9365234375,9616.995845326957,9549.715881066355,9616.995845326957,1785400
2015-03-10,9536.4873046875,9583.737091793148,9520.287182368229,9566.206897341812,2012200
2015-03-11,9523.13671875,9561.766427263807,9472.497298799462,9503.237394473997,2230500
2015-03-12,9595.9560546875,9607.975530893518,9530.696587922524,9537.186792575205,2358800
2015-03-13,9579.3056640625,9633.465571852521,9579.3056640625,9608.39635092072,1941300
2015-03-16,9512.8671875,9590.71644523703,9512.8671875,9583.406907941042,1773200
2015-03-17,9539.3974609375,9629.756428929413,9539.3974609375,9555.05657009095,2021100
2015-03-18,9653.3857421875,9653.3857421875,9561.45647317906,9563.69669735584,2195500
2015-03-19,9736.685546875,9745.544881000937,9667.965160803331,9667.965160803331,2389700
2015-03-20,9749.6455078125,9749.6455078125,9705.275595061117,9706.304887193613,2580300
2015-03-23,9758.044921875,9775.584880191016,9729.764778627212,9759.834952696963,2206800
2015-03-24,9731.615234375,9768.664868038577,9701.285296255297,9759.914908429055,1945600
2015-03-25,9667.7861328125,9743.53578848938,9653.425846525262,9739.205730046835,1966300
2015-03-26,9619.076171875,9619.076171875,9539.98668944993,9579.586117912622,2194600
2015-03-27,9503.6767578125,9608.396987468392,9503.6767578125,9593.026939773126,2251300
2015-03-30,9521.8271484375,9556.206876106044,9503.48738744857,9533.336862123097,1783800
2015-03-31,9586.396484375,9594.706016595503,9527.826440367848,9568.336020291563,2184800
2015-04-01,9507.6171875,9575.067077979289,9503.48732335202,9575.067077979289,1788200
2015-04-02,9600.2763671875,9628.90611894717,9535.936817952104,9535.936817952104,1860500
2015-04-07,9641.8564453125,9653.925726241057,9613.286263028667,9619.92588120435,2011600
2015-04-08,9571.92578125,9654.625596882452,9561.95610045893,9646.026026988618,1983700
2015-04-09,9567.99609375,9663.005423002052,9559.666053884444,9597.16588164967,2165100
2015-04-10,9617.65625,9648.295758438448,9582.796057721842,9626.835895556062,2002700
2015-04-13,9666.4755859375,9666.4755859375,9622.546098147834,9622.595902608915,1855700
2015-04-14,9642.17578125,9664.055564342902,9631.146534642046,9646.23630961868,2034000
2015-04-15,9540.0166015625,9654.106908006099,9508.096823455904,9629.656822818102,2435600
2015-04-16,9656.826171875,9656.826171875,9578.666371306754,9578.666371306754,2224100
2015-04-17,9570.8857421875,9615.47538120142,9570.8857421875,9608.555491099523,2047400
2015-04-20,9552.806640625,9572.607332811018,9508.527542918428,9541.78715894089,1925300
2015-04-21,9533.9375,9598.817090404993,9512.596775868562,9554.756742106718,2098100
2015-04-22,9612.9560546875,9630.746012423793,9549.566696032369,9549.566696032369,2128600
2015-04-23,9797.4453125,9814.834881205283,9655.255534761169,9655.255534761169,3637800
2015-04-24,9913.2353515625,9961.26443079349,9839.665372445224,9839.665372445224,3791200
2015-04-27,9973.07421875,10002.534044106442,9936.994306673256,9941.133936059206,3381800
2015-04-28,9956.7841796875,10014.234110169307,9917.964046139201,9998.033989535561,2770800
2015-04-29,9853.78515625,9978.824625276995,9842.455129776828,9934.775021404792,2859900
2015-04-30,9820.0048828125,9894.85512634556,9820.0048828125,9841.105372225247,2644700
2015-05-04,9844.9951171875,9871.605347329783,9800.4357501956,9853.464805103535,2298800
2015-05-05,9820.0849609375,9855.594564124194,9788.085107320492,9849.084828277913,2134800
2015-05-06,9818.1552734375,9829.384714245945,9735.895884181165,9780.344899559652,2353700
2015-05-07,9704.0654296875,9789.774993859917,9704.0654296875,9789.774993859917,2315900
2015-05-08,9691.955078125,9760.46452621109,9691.955078125,9724.244967524985,2012000
2015-05-11,9663.67578125,9797.145877423232,9635.836064100384,9763.89602862605,2383200
2015-05-12,9680.6865234375,9702.625876969176,9637.166213184712,9637.66621091498,2141500
2015-05-13,9724.0654296875,9743.285067461811,9687.615402761729,9697.125124455048,2129200
2015-05-14,9610.7861328125,9734.505293669228,9600.19633748433,9730.285586401336,2198400
2015-05-15,9579.4365234375,9644.785833024947,9552.816528368248,9638.01535627176,1997700
2015-05-18,9606.0556640625,9612.396455367458,9550.716073477346,9603.706065436329,2154300
2015-05-19,9716.724609375,9722.75485493377,9623.905702553226,9623.905702553226,2439000
2015-05-20,9685.2646484375,9736.044686348703,9662.815533810242,9725.974420556278,2182900
2015-05-21,9578.515625,9647.48601169547,9536.11640546106,9647.48601169547,2176000
2015-05-22,9638.755859375,9674.725421943962,9606.46596752957,9606.46596752957,2176100
2015-05-25,9645.1259765625,9654.236286616426,9589.276621649427,9654.236286616426,1568200
2015-05-26,9669.3662109375,9724.316156513618,9649.576261816313,9688.265539106378,1727100
2015-05-27,9693.4951171875,9710.245039564526,9648.66524681438,9666.844850065938,2376600
2015-05-28,9712.794921875,9766.164792225758,9704.884802209464,9741.525257746609,2366200
2015-05-29,9701.025390625,9747.224395444428,9692.955115495472,9727.544799073388,3159400
2015-06-01,9625.646484375,9692.29559415498,9589.04606553452,9688.085652437718,1981100
2015-06-02,9614.2158203125,9656.975390489144,9584.515760755055,9619.835911811302,2134600
2015-06-03,9556.4765625,9645.437100007066,9550.397488270819,9617.706755940908,2285900
2015-06-04,9348.587890625,9558.726595156963,9324.967879534372,9537.04700503781,2951500
2015-06-05,9340.087890625,9371.36802342986,9272.898739576325,9327.977593509297,2478600
2015-06-08,9368.3876953125,9419.1775067184,9258.938967147611,9324.177932537663,2178100
2015-06-09,9191.828125,9363.476754898418,9191.828125,9346.067654743107,2785900
2015-06-10,9298.4580078125,9334.457845235875,9246.618398172135,9246.618398172135,2190900
2015-06-11,9302.4482421875,9358.438223818088,9251.137926932426,9330.948113536213,2059600
2015-06-12,9301.8876953125,9339.287917098962,9263.368337953234,9304.707995080615,1713100
2015-06-15,9259.4384765625,9324.898140635942,9252.297883945577,9304.617959170453,1595200
2015-06-16,9212.73828125,9272.657930007817,9177.908361881762,9272.657930007817,1737300
2015-06-17,9189.7880859375,9242.177494984726,9170.047941763909,9232.767381733676,2054200
2015-06-18,9218.328125,9243.797735540957,9187.828263935811,9189.39856928261,1959000
2015-06-22,9341.7275390625,9371.438343008867,9247.71819602079,9247.71819602079,1993500
2015-06-23,9391.09765625,9438.347444973102,9375.738349928966,9375.738349928966,1944900
2015-06-24,9397.267578125,9409.398383292855,9364.338037772393,9390.227570521147,1725600
2015-06-25,9476.296875,9500.52723388132,9415.737579283925,9415.737579283925,2096500
2015-06-26,9462.52734375,9489.867063352029,9442.897550075177,9481.907138560053,1584100
2015-06-29,9236.0576171875,9358.917410161945,9227.068400244914,9358.917410161945,1867400
2015-06-30,9322.9775390625,9322.9775390625,9204.408737177917,9223.227988350489,1858800
2015-07-01,9375.1884765625,9404.71764117411,9298.318703680603,9311.718057726368,1618400
2015-07-02,9379.1982421875,9400.63759932503,9350.00794318969,9372.417999106245,1753300
2015-07-03,9358.1884765625,9369.457957243936,9265.09807396649,9369.457957243936,1571900
2015-07-06,9255.91796875,9347.497631396991,9255.91796875,9309.818114841173,1580600
2015-07-07,9250.1181640625,9332.927358451238,9244.417994626705,9278.287958056833,1872800
2015-07-08,8976.0693359375,9225.867999184586,8946.7091185348,9225.867999184586,3059900
2015-07-09,8914.0888671875,8946.199071004101,8750.879657210402,8861.239500983711,2589100
2015-07-13,9033.87890625,9041.838831047842,8946.679106842106,8946.679106842106,2077600
2015-07-14,9041.71875,9124.71837349178,9041.71875,9061.538972590235,2139300
2015-07-15,9054.1591796875,9089.428551166142,9005.058816176186,9063.498981127907,1789400
2015-07-16,9042.1689453125,9085.268359186906,9021.779389362808,9062.71865678572,1666800
2015-07-17,9045.939453125,9079.189302365276,9017.959111242002,9060.87883851262,1615500
2015-07-20,8974.958984375,9124.838182238524,8952.598734998995,9084.958481676531,1767100
2015-07-21,9005.9189453125,9010.66892367969,8940.339165857258,8997.518592945195,1714600
2015-07-22,8918.6591796875,8968.348404298935,8896.058697686352,8955.548658475616,1720100
2015-07-23,8791.080078125,8895.839366622768,8751.670101368134,8865.319974373646,2076700
2015-07-24,8767.8203125,8811.71952609268,8733.389805667593,8809.610160725291,1622400
2015-07-27,8556.6396484375,8733.19936913704,8553.049821485369,8733.19936913704,2322200
2015-07-28,8582.4501953125,8635.83959467643,8531.960196484712,8566.379957783776,2273000
2015-07-29,8563.4404296875,8619.369855684918,8516.190650607687,8587.660043009228,2046200
2015-07-30,8651.4501953125,8697.139436986892,8567.19081964136,8567.19081964136,2008700
2015-07-31,8665.2998046875,8676.249949403536,8591.33041990946,8670.879857029195,2024400
2015-08-03,8524.3701171875,8636.48970774802,8482.880077691683,8636.48970774802,1822300
2015-08-04,8510.8203125,8590.259391904707,8433.880244776221,8538.40026087543,2242500
2015-08-05,8542.2294921875,8562.969629349513,8486.229754668975,8504.900565592814,1849400
2015-08-06,8449.51953125,8586.199547637836,8404.63009552648,8564.509220732554,1995900
2015-08-07,8442.25,8457.999925302824,8368.360701997304,8408.969884400118,1654200
2015-08-10,8466.7998046875,8484.139566438655,8374.040477716604,8410.590109562769,1708400
2015-08-11,8394.099609375,8586.178771300536,8393.040044116526,8542.089137853924,2176400
2015-08-12,8283.33984375,8376.54935414201,8235.910385509102,8365.109956311466,2319000
2015-08-13,8311.7001953125,8348.349432828556,8271.650583551702,8284.920050880119,2002800
2015-08-14,8305.599609375,8343.940244857606,8283.309677766267,8315.099563578275,1771200
2015-08-17,8213.3798828125,8308.499536305175,8213.3798828125,8307.859890985856,1730700
2015-08-18,8177.1826171875,8277.181669123198,8166.732469923461,8237.0422052419,1910300
2015-08-19,8021.80224609375,8182.771706484292,7987.532387183061,8182.771706484292,2562600
2015-08-20,8029.7724609375,8063.762047882431,7951.682982824431,8008.642677060599,2051500
2015-08-21,7786.88427734375,7941.913841132058,7786.88427734375,7941.913841132058,2548500
2015-08-24,7410.3056640625,7719.594276545774,7203.036600550089,7719.594276545774,3913000
2015-08-25,7675.60498046875,7677.895009042329,7368.436465504753,7427.325844213714,3020700
2015-08-26,7715.5546875,7762.414825542307,7547.57547243562,7636.0853230430075,2504000
2015-08-27,7824.513671875,7856.363622451401,7762.594035938614,7762.594035938614,2625000
2015-08-28,8019.142578125,8039.722071482036,7923.732869202306,7923.732869202306,2574100
2015-08-31,8174.88232421875,8174.88232421875,7961.733402182676,8026.583201583811,2653300
2015-09-01,8017.5224609375,8119.861824773631,8002.142650247633,8117.461933684016,2184600
2015-09-02,8035.25244140625,8068.0223076044,7907.273059764337,7970.362608312764,2197000
2015-09-03,8095.91259765625,8101.09226110174,8007.442793668873,8071.332633681326,2443000
2015-09-04,8000.5625,8128.191783034433,7990.822311397815,8087.582110593327,2329400
2015-09-07,7986.5224609375,8053.16228394009,7957.762342423475,7990.722148198143,1496400
2015-09-08,8001.46240234375,8031.222028132789,7978.742294258336,7993.062539469679,1503100
2015-09-09,8286.8798828125,8296.089799251175,8097.181092333902,8097.181092333902,2746900
2015-09-10,8268.6396484375,8274.780243703022,8214.460223289409,8247.599711256253,2036300
2015-09-11,8305.7802734375,8313.139612960875,8233.09995973963,8271.210127587252,1841800
2015-09-14,8307.25,8359.989980180246,8259.26976250387,8332.530151592899,1769100
2015-09-15,8259.9501953125,8327.909826824292,8226.030437859228,8320.17939554658,1622000
2015-09-16,8333.25,8342.320268919757,8276.90066136867,8298.09001268444,1864800
2015-09-17,8445.4599609375,8467.110248920697,8377.269854532326,8377.269854532326,2321600
2015-09-18,8462.099609375,8488.490109506358,8399.670217264376,8427.47965599442,2296800
2015-09-21,8307.0,8404.4594911907,8285.38975259713,8404.4594911907,1810100
2015-09-22,8365.8798828125,8365.8798828125,8325.740426482253,8331.4005556429,1758200
2015-09-23,8193.3798828125,8310.779699733037,8186.180210964302,8310.779699733037,1933600
2015-09-24,8123.0625,8257.101430381046,8101.86240281231,8224.192403013229,1964900
2015-09-25,8132.3125,8152.462309186287,8061.832845375815,8131.452640694089,1654300
2015-09-30,8181.20263671875,8181.20263671875,8059.643136765641,8097.112691132502,2283600
2015-10-01,8295.900390625,8317.749894546268,8170.740350162079,8194.260256177624,2108700
2015-10-02,8304.990234375,8320.620041834873,8253.710208162856,8290.389718827824,1758800
2015-10-05,8352.3203125,8364.549746062467,8316.790209385472,8342.950240230426,1933400
2015-10-06,8394.0595703125,8482.789615826543,8390.84962468621,8409.269458699922,2193800
2015-10-07,8495.1904296875,8495.1904296875,8385.000519341002,8398.490690134873,2089300
2015-10-08,8445.919921875,8544.889179259919,8434.460015264787,8528.419530774087,1977700
2015-10-12,8573.6796875,8578.17966648511,8478.300250109232,8478.300250109232,2081500
2015-10-13,8567.8798828125,8574.070283571275,8518.370348553412,8571.530256378725,1877100
2015-10-14,8522.4697265625,8553.829930792923,8515.49026716491,8545.099503058984,1941200
2015-10-15,8601.4794921875,8652.42945033283,8573.339974736757,8573.339974736757,2055300
2015-10-16,8604.91015625,8627.789932601796,8574.599750410782,8596.38968808365,2165800
2015-10-19,8631.4599609375,8670.280093361162,8603.0401708944,8628.750012570736,1765400
2015-10-20,8653.5595703125,8663.080034074868,8618.440592179126,8651.040050720037,1994500
2015-10-21,8609.1904296875,8690.349231926924,8591.379965644248,8668.03976536984,2022800
2015-10-22,8608.419921875,8631.12977718553,8594.169988153597,8600.360389048605,1675200
2015-10-23,8673.76953125,8740.039733152047,8661.990288749263,8671.47950275852,1974500
2015-10-26,8745.3203125,8757.099555445604,8706.769707747831,8706.769707747831,1778100
2015-10-27,8701.2802734375,8733.490086161097,8662.72966957864,8723.959856577081,1841000
2015-10-28,8665.9501953125,8713.969504700144,8632.339999038308,8679.200134094155,1784700
2015-10-29,8571.0400390625,8704.549181008128,8568.089857531582,8682.539518199852,1985000
2015-10-30,8554.26953125,8586.860199018816,8503.650627551537,8578.209848882594,1963300
2015-11-02,8614.7294921875,8614.7294921875,8523.970148388751,8571.490435339094,1570900
2015-11-03,8713.150390625,8728.019462922968,8643.170243450935,8643.170243450935,2018200
2015-11-04,8856.9794921875,8864.129850488429,8754.14011333553,8759.900829481006,2620400
2015-11-05,8850.1396484375,8871.829979995413,8828.000100161895,8858.690391002945,1999200
2015-11-06,8693.5302734375,8857.569556998043,8671.849709227356,8857.569556998043,2240500
2015-11-09,8642.4404296875,8746.239753489115,8623.66024325564,8702.629603965555,1754100
2015-11-10,8536.8603515625,8614.509401440155,8529.50003452091,8614.509401440155,1703500
2015-11-11,8414.9697265625,8557.649711742837,8414.9697265625,8543.589231768665,1930600
2015-11-12,8428.0498046875,8467.269344930073,8374.030530066395,8426.71973288126,1541900
2015-11-13,8329.4599609375,8452.99940615555,8329.4599609375,8402.069963469397,1693800
2015-11-16,8295.3603515625,8312.019450841834,8217.30018145908,8278.080161530974,1820000
2015-11-17,8419.3798828125,8471.84935985203,8369.099848485892,8369.099848485892,1799600
2015-11-18,8340.4296875,8455.099058893275,8326.679753507926,8432.209520339282,1761600
2015-11-19,8477.16015625,8477.16015625,8357.160723027637,8382.05025390767,1792800
2015-11-20,8465.41015625,8484.019443233188,8434.2901862514,8472.610317507717,1579100
2015-11-23,8485.6904296875,8503.03995720012,8449.969895107031,8480.54982894302,1530200
2015-11-24,8400.099609375,8497.78957342343,8397.400403490761,8472.199851646801,1630600
2015-11-25,8386.08984375,8426.57988480686,8352.13004495225,8407.499897778522,1693600
2015-11-26,8484.8603515625,8510.660034504317,8411.12046515739,8411.12046515739,1659700
2015-11-27,8398.3603515625,8505.039530471046,8397.450199651636,8493.139196580716,1419800
2015-11-30,8320.5703125,8339.789946576517,8238.960353649312,8339.789946576517,3289700
2015-12-01,8463.259765625,8463.259765625,8339.460546622544,8359.229984344782,1974700
2015-12-02,8457.3603515625,8497.15020225082,8441.24031069093,8475.9198340102,1939900
2015-12-03,8456.01953125,8484.479357430862,8393.250297210912,8424.500149243566,1826900
2015-12-04,8398.5595703125,8423.660036586725,8355.710165216578,8423.660036586725,1789400
2015-12-07,8454.2294921875,8535.31992845731,8432.429790742952,8432.429790742952,1799000
2015-12-08,8343.8203125,8453.589317007109,8335.629922115306,8442.019060028708,2054400
2015-12-09,8229.580078125,8343.32952470415,8229.580078125,8329.819824807379,2149800
2015-12-10,8216.1298828125,8228.389588693175,8133.380286070034,8214.22950144849,2110400
2015-12-11,8115.8525390625,8253.07211822016,8108.642611525851,8217.292010538282,2056200
2015-12-14,8040.12255859375,8068.942248044309,7980.552524658367,8058.632237662787,1808300
2015-12-15,8073.3125,8140.022150268676,8073.3125,8074.442377550627,1674400
2015-12-16,8184.62255859375,8204.162507895691,8121.022753095581,8143.992374142657,1987800
2015-12-17,8319.6298828125,8319.6298828125,8214.580583685405,8214.580583685405,2194700
2015-12-18,8257.2802734375,8317.440137975884,8241.280351020176,8272.370044018096,1959000
2015-12-21,8282.1298828125,8289.549768816863,8191.490184281584,8228.010027261596,2161800
2015-12-22,8292.7001953125,8316.400276195562,8261.679837273417,8282.990281256696,1832100
2015-12-23,8315.66015625,8359.209751250604,8296.540131123487,8296.540131123487,1938800
2015-12-24,8324.3203125,8393.369785067154,8324.3203125,8351.160027153934,1710600
2015-12-25,8363.240234375,8364.259760744011,8320.059777039196,8328.90055502642,1236500
2015-12-28,8358.4501953125,8394.55939734041,8358.4501953125,8374.139573281464,1219000
2015-12-29,8293.8701171875,8351.119840811667,8286.799838819614,8349.229224938708,1186200
2015-12-30,8279.9501953125,8342.299503187156,8262.479576669553,8313.329916711862,1300600
2015-12-31,8338.01953125,8338.01953125,8258.690810622995,8273.729800905958,1191500
2016-01-04,8114.22216796875,8326.29149783485,8109.052270048732,8315.751507609926,1717400
2016-01-05,8075.072265625,8142.602224642009,8055.922452443064,8104.962263175477,1710600
2016-01-06,7990.3525390625,8076.5020360400085,7948.3927755616905,8064.212054806558,2040600
2016-01-07,7852.0234375,7980.46277987732,7770.123917127858,7963.203094749857,2544700
2016-01-08,7893.93310546875,7906.512636176134,7788.673346388568,7811.163475037485,1875700
2016-01-11,7788.38427734375,7855.763851785057,7726.184854976067,7855.763851785057,1949300
2016-01-12,7768.41455078125,7851.774031576525,7732.074385492924,7807.8943501012045,2027700
2016-01-13,7824.57373046875,7865.943656615583,7786.294122082502,7799.524041457292,1698800
2016-01-14,7742.84423828125,7752.054156820476,7662.304569986731,7752.054156820476,1809100
2016-01-15,7761.97412109375,7842.303830328725,7708.624756709658,7808.964139681225,1991800
2016-01-18,7811.14453125,7834.214250194892,7627.855328589603,7678.634882023936,1942500
2016-01-19,7854.84326171875,7854.84326171875,7786.733715979935,7816.413753385995,1581200
2016-01-20,7699.0849609375,7835.134144385056,7687.564994009753,7835.134144385056,2046500
2016-01-21,7663.974609375,7748.334573960748,7663.974609375,7713.134540118144,1763600
2016-01-22,7756.14453125,7774.084390210924,7706.104722152984,7728.9742459588915,1637300
2016-01-25,7894.11279296875,7899.623020972011,7813.693249137374,7813.693249137374,1623500
2016-01-26,7828.6337890625,7848.593657875855,7799.544079575137,7832.063949011955,1524700
2016-01-27,7849.7939453125,7888.593571404279,7830.2940350711115,7863.623959777572,1478800
2016-01-28,7905.06298828125,7921.022874296969,7821.083402044647,7825.183480453568,1830200
2016-01-29,8080.5625,8080.5625,7876.783174717411,7880.7431172298875,2552200
2016-02-01,8156.92236328125,8166.762161676723,8110.832731971928,8164.202603161982,1818300
2016-02-02,8131.20263671875,8156.21228670228,8091.10272447944,8141.482374342789,1768200
2016-02-03,8062.96533203125,8117.185313747787,8036.565543197483,8117.185313747787,1781300
2016-02-15,8066.484375,8074.774387968281,7953.965197923157,7976.62479456699,1935700
2016-02-16,8212.04296875,8227.16303559201,8090.88321592726,8090.88321592726,2009100
2016-02-17,8214.22265625,8253.772329283365,8196.102599381087,8240.703036851317,1847300
2016-02-18,8314.642578125,8337.942306188408,8261.713064690375,8261.713064690375,2044500
2016-02-19,8325.0126953125,8325.0126953125,8280.362451342544,8291.80284345374,1715700
2016-02-22,8326.65234375,8396.592543762083,8296.152443908095,8315.762731072711,1697400
2016-02-23,8334.6123046875,8361.762606239243,8311.913160407637,8333.562503444131,1849900
2016-02-24,8282.8330078125,8382.222328140435,8264.362365663814,8332.632648098652,1825000
2016-02-25,8365.8330078125,8388.602464640462,8304.152545352774,8304.152545352774,2028600
2016-02-26,8411.1328125,8432.712820470555,8347.772666914985,8380.503029261856,1967500
2016-03-01,8485.6630859375,8488.982411178982,8378.032573385346,8381.352875186183,1945500
2016-03-02,8544.0224609375,8586.222521195592,8540.142590541893,8544.632810546676,2308200
2016-03-03,8611.7626953125,8630.74212723721,8561.713049540782,8569.02259664428,2574500
2016-03-04,8643.5224609375,8648.913068884332,8584.03241475903,8611.342875237495,2396100
2016-03-07,8659.5224609375,8727.85232330064,8632.182703516914,8656.712899496615,2424900
2016-03-08,8664.2822265625,8668.482408619577,8575.673131205393,8655.833034477444,2643600
2016-03-09,8634.0830078125,8657.142505096615,8588.382957229991,8649.07221815485,2198200
2016-03-10,8660.6728515625,8680.402281459621,8614.942527193725,8633.632897871395,2165700
2016-03-11,8706.1123046875,8707.942377064695,8640.932821900169,8663.262829892125,2073100
2016-03-14,8747.873046875,8777.022369823719,8739.542994787742,8746.453129438321,2236200
2016-03-15,8611.15234375,8759.91261356592,8589.382881626489,8745.542542008974,2606100
2016-03-16,8699.1123046875,8699.1123046875,8637.602732404339,8637.602732404339,1985300
2016-03-17,8734.5126953125,8826.812211052584,8716.85259434817,8763.482331184368,2375000
2016-03-18,8810.6826171875,8810.6826171875,8747.022658504711,8747.022658504711,2473700
2016-03-21,8812.6728515625,8840.722569218009,8747.562702022211,8826.132770736886,1740400
2016-03-22,8785.65234375,8814.342684144018,8713.213116078961,8805.99212419612,1884200
2016-03-23,8766.0625,8814.472505245934,8734.522559319214,8777.852502286254,1743000
2016-03-24,8743.3525390625,8765.932546571328,8676.842981437887,8745.392571745051,1753200
2016-03-25,8704.9423828125,8765.59258292459,8699.862320644865,8758.112137671978,1484000
2016-03-28,8690.4228515625,8737.832858640544,8676.002975058538,8713.692309596932,1609600
2016-03-29,8617.322265625,8711.082710299876,8585.682717583408,8687.032005365516,1903600
2016-03-30,8737.0126953125,8744.442359560288,8624.902694614528,8624.902694614528,1920800
2016-03-31,8744.802734375,8803.882627765606,8695.052889935663,8757.192344071958,2006100
2016-04-01,8657.5224609375,8704.502781305773,8628.913176296506,8700.352403789244,1542800
2016-04-06,8513.2724609375,8605.132517455006,8496.862357395054,8605.132517455006,2018500
2016-04-07,8490.22265625,8529.412959720567,8436.512868291122,8523.222549970002,1783400
2016-04-08,8541.47265625,8546.28221116571,8452.022747292798,8464.753175288977,1796500
2016-04-11,8562.5625,8568.413067254256,8476.543243444527,8518.932756515043,1435100
2016-04-12,8531.15234375,8613.531962522238,8520.112340072532,8561.18252093583,1695400
2016-04-13,8652.052734375,8653.052731214633,8561.873331875926,8562.76297750181,1698200
2016-04-14,8667.6826171875,8719.122884597507,8653.81254375562,8684.902289427475,1742000
2016-04-15,8700.3623046875,8700.3623046875,8613.222930114143,8634.203332926327,1565500
2016-04-18,8665.982421875,8686.953058831408,8650.102589168091,8681.772411115391,1311400
2016-04-19,8633.6923828125,8743.321918417516,8627.262715675886,8701.722440792139,1525800
2016-04-20,8514.453125,8695.191802379073,8502.522499252122,8649.062067709961,1800900
2016-04-21,8568.623046875,8568.623046875,8508.892768733196,8549.112366948979,1397500
2016-04-22,8535.72265625,8580.302591565462,8501.003040910007,8560.18253883152,1593200
2016-04-25,8560.2529296875,8560.2529296875,8513.70327369212,8541.112365827608,1113800
2016-04-26,8581.54296875,8622.392447964497,8554.522547033865,8556.34285373374,1291300
2016-04-27,8563.0224609375,8597.612194234325,8537.003012773734,8561.342778801121,1429000
2016-04-28,8473.8427734375,8595.962496563974,8456.352595500537,8586.892213332343,1614700
2016-04-29,8377.873046875,8424.012544722144,8352.203208781364,8424.012544722144,1575700
2016-05-03,8294.0927734375,8363.562270974762,8268.382897259653,8362.322040688521,1644000
2016-05-04,8185.44482421875,8285.934258601945,8153.54453254602,8282.493839586363,1801400
2016-05-05,8167.9345703125,8207.954953718696,8122.314594938047,8182.024370263321,1609100
2016-05-06,8146.40478515625,8170.654709574352,8104.134897371322,8169.514576409156,1678500
2016-05-09,8131.8046875,8177.334330495175,8106.104572433153,8156.624434221944,1365700
2016-05-10,8156.2646484375,8168.10445532993,8075.55493875104,8119.684684186705,1320800
2016-05-11,8135.53466796875,8204.484159811846,8115.414613575003,8182.894383442533,1584800
2016-05-12,8108.0244140625,8162.414380456746,8105.464851765379,8122.7543484038315,1359700
